avgDeathsPerYear,TARGET_deathRate,incidenceRate,medIncome,povertyPercent,studyPerCap,MedianAge,AvgHouseholdSize,PercentMarried,PctPrivateCoverage,PctPublicCoverage,BirthRate,region
10,258.7,456.9,41800,18,0,44.6,2.28,60.9,59,38.4,2.195121951,South
392,169.2,458.4,58205,12.6,29.14835785,33.2,2.59,49.1,74.8,24.3,4.927709813,South
16,195.8,372,36566,20.9,0,42.3,2.51,52.6,48.2,41.5,4.588744589,South
201,186.9,430.1,46071,18.6,216.6099737,31.8,2.69,45.7,66.1,33.5,6.253896381,South
16,192.4,376.6,41469,17.8,0,41.5,2.48,58.9,58.2,36.2,5.31996916,South
41,205.3,471.1,36953,19.2,0,42.3,2.52,49,58,39.1,6.007301693,South
182,210.2,495.5,46614,15.8,28.211928,40.6,2.67,54.5,60.5,35.3,5.479185579,South
61,205.2,436.7,45574,15.9,0,30.7,2.63,50,67.4,25.4,5.712260808,South
112,182.4,408.4,36424,18.8,0,45.8,2.47,55,52.4,44.9,4.550418639,South
14,202.1,451.5,50348,12.4,0,41.5,2.57,59.1,63.8,32.8,2.164502165,South
12,186.6,415.5,52032,12,0,44.3,2.38,59.3,69.5,34.5,5.277044855,South
138,184.6,449.4,49136,14.5,251.6950086,36.2,2.52,55.7,65.4,34.5,7.18973747,South
81,227.9,496.9,40774,19.2,0,39.5,2.57,53,61.9,34.8,6.713239053,South
114,193.7,416.7,51199,12.1,18.29893134,38.5,2.7,56.4,64.5,32.2,4.518903132,South
13,174.4,445.9,49774,12.3,0,44.2,2.26,60.7,74.8,33.1,5.275498242,South
14,174.7,442.7,34872,25.2,0,41.3,2.3,45,61.4,38.6,9.857723577,South
8,223.9,419.5,33750,24.8,0,41.1,2.35,57.6,56.8,45.3,4.99194847,South
8,159.7,466.5,49204,10.6,0,39,2.57,57.2,66,30.1,4.274611399,South
34,200,452.5,35313,24.5,0,40,2.6,54.6,46,45.5,5.772811918,South
43,226.9,508.2,34837,23.4,0,40.2,2.7,45.5,50.7,41.4,4.598628479,South
58,209.2,448.8,41370,17.2,0,34.1,2.48,51.9,62.1,35.4,6.363038474,South
21,231.3,470.4,32645,23,0,42.4,2.5,52.4,48.6,43.9,6.331168831,South
30,215,415.2,35977,20.1,0,40.6,2.58,49,46.8,44,5.684647303,South
124,203.1,460.6,41514,18.2,0,38.8,2.46,49.3,58.6,38.7,6.042169307,South
31,174.7,465.5,59525,10,0,38.6,2.64,60.6,70.5,29.2,5.947846469,South
29,226.1,491.5,36699,19.1,0,43,2.31,54.1,57.1,42.3,3.922594142,South
28,191.7,374.7,35522,20.7,0,39.3,2.5,54.8,54.2,38,7.799915218,South
132,214.4,362.3,36627,24,0,39.7,2.67,52.6,49.4,39.5,5.913091309,South
82,198.3,393.5,46083,14.9,0,40.7,2.58,56.8,60.2,37.1,5.677852349,South
76,160.2,438.5,55602,13.8,21.74102096,38.5,2.83,55.1,64.8,31,4.945382324,South
25,200.2,456.5,52662,12.5,0,39.1,2.98,54.4,61.2,37.3,4.884922499,South
66,175,516.3,58392,10.2,0,38.3,2.74,60.9,71.2,28,5.778802962,South
83,202.4,454.6,34964,20.9,0,39.1,2.53,51.9,43,44.7,4.988383217,South
69,202.4,456,33450,22.4,0,47.4,2.38,56.2,50.6,49,5.188559858,South
20,182.3,478.7,54107,11.8,0,41.6,2.49,62.2,69.1,34.6,5.897114178,South
43,196.9,460.2,38517,18,0,43.1,2.64,54.7,51.7,45.1,8.040842374,South
102,202.5,434.6,41806,17.6,0,39.3,2.56,55.4,55.1,39.8,5.739464467,South
38,203.3,467.1,43783,15.1,0,41.3,2.5,53.2,59.2,34.9,3.244147157,South
179,211.7,483.4,41015,22.2,0,37.8,2.53,48.9,52.4,39.3,6.694613026,South
27,181.6,465.5,46874,13.4,0,40.7,2.41,64,70.3,34.3,8.309915697,South
28,189.7,391.8,39706,16.1,94.88566278,41.4,2.56,53.7,58.2,37.7,3.337783712,South
37,237.1,463.9,34172,25,0,39.6,2.72,47,46.3,43.2,7.418397626,South
1373,186.1,454.5,48226,17.9,390.0296577,34.2,2.53,46.7,61.5,31.4,6.473896102,South
107,214.1,493.2,38183,21.5,0,39.2,2.53,46.1,55.4,41.9,6.833686191,South
108,173.6,405.2,48014,16.6,0,41.9,2.55,54.2,62.9,36.3,4.078719282,South
96,229.7,413.3,35580,22.1,0,38.5,2.58,50.9,52.4,42.9,5.394016013,South
47,213.8,430.4,43476,15.4,0,41.4,2.6,55.7,59.8,38.1,5.987850738,South
119,177.4,449.8,41037,23.7,86.58008658,27.2,2.36,41.1,70.8,26,5.395731735,South
118,195.8,418.2,39900,21.7,0,40.7,2.36,52.6,57,39,5.344522968,South
86,195.7,475.3,41423,17.3,0,35.3,2.52,47.4,58,35,5.893866899,South
152,190,460.2,45710,17.5,0,37.6,2.61,51.3,59.6,36.5,5.802028117,South
39,226.4,354.7,32215,23.1,0,44.8,2.34,53,43.1,46.9,5.050505051,South
8,153.2,362.3,56139,12.3,0,40.6,2.8,54,71.2,27.9,2.822580645,South
170,174.5,445.5,56465,10,0,38.8,2.64,59.6,72.8,27.8,5.259595862,South
68,208.9,484.1,35964,24.7,0,39.7,2.7,48.8,49.4,40.7,6.579419147,South
109,214.9,375.8,35592,27.9,0,39.9,2.64,52.7,45.5,42.7,6.132732926,South
114,189.1,441.8,42967,15.5,0,40.1,0.0248,55.2,62.5,37.1,2.876060418,South
28,153.1,391.6,49780,13.6,0,31.5,2.93,54.9,65.5,22.9,4.818560381,South
18,166.1,398.1,35274,23.8,0,40.5,2.4,52.4,53.7,43,6.093432634,South
1155,183.9,474,50507,14.8,231.5242115,35.3,2.5,48.5,64.4,29.5,5.964154695,South
137,177.5,420.3,58921,9.8,0,38.4,2.74,57.5,67,31.3,4.655824075,South
131,185.2,461,49056,13.9,0,40.5,2.43,55,67.2,33.2,6.522329921,South
29,186.9,442.3,47391,13.9,0,38.8,2.46,60.5,67.3,30.9,5.586592179,South
14,125.3,452.6,48831,14.3,0,33.9,2.37,47.4,74.7,27.1,4.912663755,South
35,155.7,378.2,56067,12.3,0,36.1,2.7,52.9,73.6,30.3,3.668042182,South
46,169.5,438.3,38966,20.6,0,48.2,2.16,56.3,61.9,45.6,9.370529328,West
140,155.6,414.8,54089,18.9,148.449276,32.7,2.4,44.2,75.4,28.5,3.454048815,West
720,160.2,447.3,65555,9.5,249.0566978,41.3,2.59,54.9,75.3,28.3,5.072389596,West
93,180.2,465.6,45132,15.4,0,43.9,2.32,51.3,62.4,40.8,5.997663248,West
108,185.7,449,57517,12,20.16129032,42.9,2.6,53.9,69.1,35.5,4.225482912,West
209,200.3,453.1,39956,19.8,269.3239968,48.1,2.38,49.8,57.4,47.9,5.226215645,West
46,144.3,455.6,38155,18.3,0,48.1,2.29,59.1,56.9,49.4,6.462075848,West
88,189.8,393.2,40524,17.1,0,54.6,2.11,52.8,63.1,51.1,2.198107958,West
305,154.3,485.2,52387,13.2,262.4552114,41.9,2.49,54.6,64.4,35.8,4.744289032,West
334,189.2,419.4,41504,19.9,9.286344431,46.9,2.41,52.2,56.8,49.1,5.54304604,West
5,174.2,535.4,51978,11.7,0,48.2,2.24,59,63.5,35.3,3.333333333,West
17,131.4,400.3,41304,16.8,0,51.1,2.26,53.9,60.7,47.7,8.146487294,West
18,162.7,368.7,36340,21.3,138.8888889,46.2,2.32,61.4,64.3,42.2,8.321273517,West
41,166.7,431.3,54063,14.6,0,39.4,2.66,52.2,63.2,33.2,3.453598302,West
509,172.4,441.7,44835,18.1,103.4967798,42.8,2.45,49.7,57.9,43.4,5.016549209,West
42,163.9,358.5,42753,21.2,0,39.9,2.76,47.9,53.8,43.3,6.839517211,West
281,199.7,491.2,37230,20.6,59.000531,47.9,2.38,51.4,56.9,50.6,6.292364753,West
159,177.9,438,39234,21.9,0,42.5,2.39,51.4,58.1,44.1,6.075036075,West
748,169.1,418.7,44976,18.4,286.5842737,39.3,2.39,45.5,65.4,37,4.213583027,West
152,199.9,449.9,40226,18.8,63.77822186,50.4,2.22,52.6,56.3,46.3,4.839663945,West
273,186.5,477.4,44358,19.1,8.29551959,39.5,2.61,52.9,62.3,41.4,4.659172628,West
61,164.4,441.7,35094,28.7,32.91639236,36.1,2.62,47.3,54.6,44.5,8.019109367,West
586,168.9,470.8,48554,17.7,33.26277593,35.8,2.75,49.1,61,38,6.037989127,West
23,191.7,497.6,51839,16.3,0,37.4,2.96,56.8,63.5,34.6,9.868141217,West
1262,177.1,459.5,53519,18.6,793.3756298,36.5,2.41,42.3,67,30.7,4.640520349,West
153,165.5,469.8,52626,14.1,0,37.4,2.65,51.8,69.4,36.1,4.832893816,West
5,180.4,587.4,53277,14.2,0,49.8,2.22,53.6,59.9,40.7,7.333333333,West
67,165.1,432.2,41662,17.5,38.9817955,48,2.45,52.2,62,44,5.352172982,West
148,181.2,430.1,44780,18,0,36,2.7,48.9,59.6,38.9,6.342209979,West
59,169,453.6,44841,17.7,0,40,2.46,52.7,63.8,39.3,5.602240896,West
26,141,403.7,51754,10.9,0,45.4,2.15,58.7,74.4,32.9,5.591612581,Midwest
106,162.4,479.7,62526,8.5,252.5429674,31.1,2.49,50.8,82.9,21.5,7.89058058,Midwest
17,178,405.2,51470,10.9,0,51,2.04,64.8,79,35.8,7.244318182,Midwest
47,170.1,403.1,86354,6.9,0,32.6,2.4,55.3,81.3,19.4,9.9672438,Midwest
75,217.2,493.1,34116,24.8,0,41,2.56,52.8,49.6,46.4,4.079365079,Midwest
241,185,456.6,43602,18,536.2700503,38.1,2.53,46.2,68.4,36.2,6.237398089,Midwest
127,189.4,426,47369,14.6,1390.637626,39.9,2.5,53.6,70.7,32,5.646027941,Midwest
263,203.2,498.3,39757,21.5,496.7961716,41.8,2.48,48.2,61.7,39.1,6.447299298,Midwest
105,192.1,489.6,34216,29.9,15.17773123,28,2.47,35.1,70.6,31.3,2.52476505,Midwest
110,189.7,484.8,52650,8.3,0,41,2.49,58.4,78.2,30.7,6.028766704,Midwest
185,185.2,427.9,41983,16.1,0,43.9,2.35,50.6,69.5,37.7,3.534951105,Midwest
112,213.3,500.2,46484,15,0,40.8,2.62,54.1,63.2,37.4,8.672957238,Midwest
706,189,458.9,58558,14.4,263.0509123,36.4,2.68,50.5,73.6,27.7,5.479735318,Midwest
67,172.8,472.5,46177,13.5,71.91399087,44.5,2.54,58.4,65.3,35.1,5.228870221,Midwest
90,190.1,462.1,50302,11.3,0,41.2,2.53,55.2,71.9,34.2,4.636217581,Midwest
360,200.6,471.1,42029,18.2,478.0853051,41,2.44,48.4,64.9,40.9,5.319358009,Midwest
370,178.7,479.5,62158,11.2,549.578409,39.5,2.65,55.1,74.1,27.6,5.170612813,Midwest
108,224.3,488.5,49453,13.7,238.5666913,39.3,2.53,52.8,66.9,35.8,5.682641548,Midwest
259,178.3,445.6,42645,15.9,76.33150774,43.2,2.43,51.9,63.5,39.2,6.225449895,Midwest
96,203,459.8,41547,18.1,0,41.5,2.53,54.8,63.4,36.7,5.832147937,Midwest
113,184.6,476.5,39881,15.4,0,42.6,2.37,54.7,68.5,38.8,6.301190346,Midwest
3091,187.1,485,44138,19.6,555.7674408,40.4,2.31,40.5,65.3,37.3,4.879604208,Midwest
128,179.6,439.3,46610,12.2,1152.162224,41.8,2.48,56.3,70.1,35.3,6.68786915,Midwest
91,188.6,446.9,53026,11.7,0,39.7,2.49,53.5,73.3,32.7,6.066465257,Midwest
234,152.1,460.5,97802,4.8,554.3668043,37.8,2.78,62.7,87.4,17.1,4.830467049,Midwest
208,193.7,479.9,49234,13.9,688.2859034,44,2.35,50.1,71.7,36.1,4.607982234,Midwest
272,173.4,459.5,59921,9.6,475.5362993,39,2.66,55.6,74.3,30.5,5.968296134,Midwest
68,194.3,441.6,44947,15.8,0,41.1,2.44,51.7,60.4,40.5,5.708508322,Midwest
94,181.2,359.6,54666,10.5,822.8130804,39.8,2.59,59.8,78.8,28.9,6.632331301,Midwest
78,201,456.2,36675,26.1,33.17629885,41,2.56,52.2,57.8,44.2,4.807405196,Midwest
173,142.4,441,72264,7.8,159.4015005,44.2,2.67,60.7,77.5,25,5.939818201,Midwest
295,159.2,437.3,59382,13.2,395.3122054,37.7,2.41,51.4,76.6,29.4,4.699355673,Midwest
111,215.8,473.4,41940,17.2,0,42.2,2.51,50.8,59.8,42.4,3.383937884,Midwest
1677,185.1,467.1,48973,17.6,633.9787865,37,2.37,42.5,68.1,32.7,5.234779851,Midwest
158,175.7,431.9,51498,12.7,899.7922538,39.2,2.37,53.4,75.8,30.2,5.446216491,Midwest
65,185.1,433.4,45195,19,0,35.4,2.55,48.5,66.8,34.1,8.008741483,Midwest
47,201.4,445.5,42582,16.9,0,45.9,2.45,57.8,67.7,37.7,7.156549521,Midwest
60,162.8,386.3,53645,10.2,0,41.2,2.52,56.2,76.8,31.8,7.870216306,Midwest
107,199.8,427,41611,19.3,0,40.1,2.55,51.4,56.3,44.1,6.779300818,Midwest
75,205.9,460.6,42374,17.5,35.09880313,42.6,2.48,54.7,62.2,39.7,5.314639713,Midwest
59,147.4,316.5,50069,12.4,0,30.4,3.36,60.3,45.9,19.7,7.899124635,Midwest
140,206.3,463.7,47824,13.4,119.7215619,38.8,2.58,53.1,68.9,35.3,4.663965135,Midwest
83,210.9,445.6,41161,20,0,39.5,2.5,49.1,59.4,42.2,5.240979721,Midwest
197,194.7,462.5,40148,20,44.54541405,44.3,2.35,48.9,66,39.7,4.806907805,Midwest
131,179.5,514.7,46908,15.1,818.8532779,38.7,2.53,52.3,68.5,32,5.615628604,Midwest
558,182.5,483.8,58697,8.9,235.5558464,43.2,2.39,52.2,77,28.7,4.694264339,Midwest
155,201.5,445.7,41608,17.5,32.72840334,41.2,2.6,50,62.6,42.6,5.379259802,Midwest
349,188.8,478.5,57308,13.5,480.7410447,39.7,2.57,54.3,71.7,31.8,5.540748334,Midwest
114,205.6,460.6,50753,17,176.2658088,40.7,2.42,54.2,69.2,33.3,6.601566473,Midwest
664,182.1,465.9,52331,14.7,229.3976346,41,2.5,49.3,71.6,34.2,4.894050891,Midwest
976,196.2,370.7,42344,20.7,1169.040488,37.7,2.4,41.6,64.7,37.8,5.157532738,Midwest
91,197,449.1,52996,12.6,0,40.2,2.57,48.1,72.9,31.3,4.909090909,Midwest
661,190.7,463.1,41316,18.9,12.93661061,43.3,2.32,45.1,63.8,40.7,4.348522463,Midwest
160,202,502.1,42240,21.3,168.3115293,40.4,2.43,48.1,63.2,41.2,6.933232742,Midwest
325,167.4,460.9,68405,7,317.469316,41.4,2.63,58.1,80.9,24.3,4.599000327,Midwest
62,206.9,435.2,38081,22.6,42.99780711,42.3,2.49,53.8,56.9,45.9,5.707001373,Midwest
95,181.9,443.1,52606,8.9,0,40.1,2.54,58.7,79.3,27.6,6.325515281,Midwest
230,177.8,449.5,51868,10.6,604.4673012,41.4,2.49,53.9,73,31.9,4.84544324,Midwest
41,188.9,423.2,40646,15.7,0,45.6,2.37,56.7,65.2,41,6.140350877,Midwest
1252,186.9,451.9,42994,19.7,760.9091831,39.4,2.32,44,64.7,37.8,5.362001513,Midwest
39,187.9,438.4,37923,18.1,0,43.9,2.41,58.4,58.6,43.1,5.657937278,Midwest
75,185,456.7,49846,12.1,0,41.2,2.73,57,71.3,32.9,4.83615222,Midwest
225,211.5,466.1,41814,19.1,637.3855603,40.3,0.0245,49.4,61.9,41.9,5.739536774,Midwest
27,122.5,355.1,43953,16.3,0,50.2,2.45,51.6,64.3,42.1,6.422798809,Midwest
114,185.3,457.1,50345,10.1,0,47.3,2.33,57.1,75.6,35.3,4.504504505,Midwest
52,215.5,451.2,47358,12.3,158.0944351,41,2.48,58.6,70.2,37,7.380254154,Midwest
79,200.6,443.4,43341,17.8,0,40,2.59,55.4,62.5,40.4,4.775349865,Midwest
121,197.4,460.5,54868,13.2,0,39.1,2.68,51.3,72.5,31.9,5.002432301,Midwest
75,217.9,468,40512,21.9,0,40.8,2.55,47.8,52.1,47.6,5.373276272,Midwest
323,186.3,458.7,52047,14.2,154.059467,37.6,2.54,46.6,74.5,28.9,3.908475144,Midwest
101,192.7,471.1,49516,13,0,41.9,2.56,55.9,68.5,36.2,3.877752218,Midwest
64,154.6,425.6,56519,7.8,0,39.7,2.6,63.3,85.3,24.2,6.184443536,Midwest
305,186,445.1,41948,15.9,188.9784482,41.3,2.4,48.2,65.4,40.1,4.974134501,Midwest
181,203.9,449.2,42466,19.2,699.7537903,40.6,2.52,49.2,62.1,40.4,4.967320261,Midwest
149,193.8,424.2,46447,14.5,83.7815647,41.3,2.49,51,72.9,33.5,5.511627907,Midwest
198,203,503,37625,27.2,767.9791734,39.5,2.5,47.1,55.2,46.2,4.764332654,Midwest
123,174,439,45003,17.5,629.3832045,39,2.45,49.7,72.4,34.4,4.557619009,Midwest
92,167.3,405,50774,10.7,163.5958365,38.9,2.62,57.4,77.4,28.9,6.776406036,Midwest
880,176.4,449.3,47745,14.9,389.162102,41.8,2.43,49.4,70.4,34.9,5.285174738,Midwest
1203,178.1,437.5,50453,13.4,282.3044903,40.7,2.41,47.2,70.9,32.3,4.582141722,Midwest
549,187,478.5,43160,17.2,0,43.6,2.33,48.8,63.8,38.5,4.660949114,Midwest
210,168.7,447.1,46128,13.4,32.28722717,41,2.49,54.9,67.7,34.9,5.283776996,Midwest
77,165.7,459.6,69900,7.7,0,38.1,2.73,56.7,79.3,24.4,5.668411867,Midwest
67,172.1,425,49565,10.1,0,41.5,2.49,56.3,71.4,36.5,4.894094994,Midwest
29,184.3,456.6,37633,23.7,0,41,2.63,54.3,56.2,44.5,8.863399374,Midwest
334,160.4,444.5,72973,5.8,280.6623632,38.7,2.73,60.3,83.8,20.8,4.708366736,Midwest
159,186.2,475.4,45048,15.7,1358.162063,43.6,2.38,53.3,66.4,39.2,5.009079903,Midwest
233,170.3,417.8,50106,13.9,241.2482876,38.8,2.6,56.1,69.3,29.6,6.420871739,Midwest
91,185.1,412.3,42214,14.2,0,41.6,2.39,52,71.4,36.2,7.598197038,Midwest
232,173,403,54996,13.5,262.0827873,34.8,2.44,48.2,81.8,24.2,4.528947447,Midwest
57,190.6,461.7,47905,10,0,42,2.38,55.9,77.1,28.5,4.962066844,Midwest
52,220.9,416.8,31386,27.2,0,37,2.78,52.7,38.6,41.9,5.336200156,South
14,159.5,447.6,51885,16.6,0,44.7,2.28,50.4,68.1,35.5,4.431818182,South
26,151.7,442,35910,21.8,0,40.7,2.37,52.4,47.3,43.4,5.756929638,South
12,181,360.4,56664,10.5,0,41.5,2.7,62.2,71.4,26.9,2.923473775,South
43,182.4,415.1,46625,15,0,34.7,2.87,45.8,64.4,27,3.754407799,South
24,180.2,472.6,44309,18.4,0,41.1,2.25,50.8,65.1,41.1,2.110199297,South
101,191.7,440.5,38187,19.1,0,37.1,2.58,50.1,57.6,38.9,7.559938128,South
73,211.4,429.4,39933,23.5,0,37,2.77,48,51.1,37.2,5.189317106,South
20,150.3,457.3,39743,15.8,0,52.2,2.18,57.3,64.4,48,4.545454545,West
66,185.4,444.1,44010,16.8,38.79728419,41,2.5,52.7,62.1,40.6,5.246743717,West
713,145.5,429.2,66315,12.5,208.9405669,36.1,2.66,53,73.3,24.6,5.186880244,West
4,144.6,375,33387,23.3,0,56.5,1.97,60.6,74.4,46.6,1.754385965,West
193,168.6,466.8,52903,15.4,301.9706017,38.2,2.78,51.9,67.7,34.6,4.397120317,West
219,165.3,470.7,60179,10.8,332.3720612,42.8,2.55,55.7,78.9,28.6,4.47016211,Northeast
3100,182.1,501.2,52385,13.1,624.1573267,40.9,2.26,45.4,76.9,31.2,5.044224477,Northeast
177,171.1,458.5,44326,13.8,74.56899123,45.6,2.36,53.9,72.3,38.8,4.390138408,Northeast
466,180.2,476.1,51041,11.7,183.5720757,44.8,2.38,51,73.9,36.9,4.491424455,Northeast
110,151.2,479.9,46890,13.6,0,45,2.43,57.2,70.9,34.9,4.585306863,Northeast
816,162.4,472.4,55936,14.3,156.5242938,39.7,2.61,49.6,71.2,32.6,5.334555643,Northeast
328,179.4,478.4,43343,15,39.81113597,42.8,2.41,50,70.6,38.3,4.508674734,Northeast
163,183.8,484.4,47242,12.9,522.1846902,44.1,2.52,54.1,69,37.7,5.284901395,Northeast
1328,168.7,500.5,77823,6.6,79.6981671,43,2.65,55.5,83.4,24.5,4.681322269,Northeast
405,169.7,509.4,60851,8.9,48.17522937,42.7,2.42,55.6,81,27.6,4.004308281,Northeast
366,168.5,488.3,42703,15.3,109.9618066,44.4,2.28,48.5,72.3,39.9,4.763561711,Northeast
14,159.6,560.4,40257,14.2,0,49.9,2.2,48.7,71.1,44.4,3.510758777,Northeast
177,191.8,496.1,49252,13,78.17385866,45,2.48,52.7,71.8,37.6,3.33234816,Northeast
208,142.4,442.6,51573,17.9,392.3278117,30.3,2.47,40.6,83.5,21.4,3.704047746,Northeast
894,159.1,486.2,85613,7.3,149.2424492,40.1,2.66,55.9,82.4,21.9,4.919274098,Northeast
92,179.4,495.4,43202,15.1,0,40.3,2.39,50,70.6,36.2,4.792232199,Northeast
212,183,473.5,40230,16.5,0,43.9,2.38,52.1,66.2,41.6,4.179907113,Northeast
98,196.6,486,44224,17.4,0,38.1,2.52,48.4,69.3,36.7,4.785376874,Northeast
151,175.2,515.2,46938,14.3,14.9988001,40.1,2.4,48.1,77.6,30.3,4.087548063,Northeast
224,191.8,481.8,43969,14.9,0,42.4,2.42,52.2,64.9,38.6,6.020996295,Northeast
473,154.6,460.3,62692,9.1,105.5460384,40.8,2.38,52.6,81.4,26.6,4.691477538,Northeast
534,169.1,457.2,52967,13.4,725.3198917,39.6,2.41,47.3,72.4,32.4,5.830835519,Northeast
1270,187.4,525.2,62867,11,150.73755,38.9,2.65,45.9,76,29,5.543922993,Northeast
93,189.9,514.8,46965,10.5,0,46.4,2.34,53.2,75,35.2,4.291640077,Northeast
620,182.5,478.6,45476,16.4,39.56194141,38.8,2.43,46.7,69.6,36.7,4.900650039,Northeast
394,198.7,495.6,36902,20.2,97.28500015,44.2,2.41,47.6,65.5,41.3,5.078382982,Northeast
22,206.5,462.1,37794,21.9,134.9527665,43.3,1.86,33.3,68.2,56.2,1.652892562,Northeast
323,162.2,468.5,50434,11.9,97.63209623,40.9,2.56,55,72.6,31,4.842223007,Northeast
34,177.5,458.9,48084,13.3,0,43.2,2.46,58,70.9,37.5,4.970178926,Northeast
105,172.7,423.7,44531,15.1,0,42.5,2.36,51.4,70.5,38.2,6.823375775,Northeast
172,151.6,425.1,42611,17,34.49623991,38.9,2.41,48.4,73.2,31.1,4.149417541,Northeast
120,183.2,495.4,43810,13.3,0,43.6,2.38,54.5,67.8,37,6.414368185,Northeast
54,162.9,393.5,48944,12.3,0,43,2.61,56.3,69.6,31.9,5.734425605,Northeast
549,178.3,482.8,45098,15.4,127.4083721,42.3,2.41,45.8,72.5,35.1,3.545136747,Northeast
1032,157.6,449.7,57369,10.5,59.63207013,38.4,2.64,54.8,70.6,29.5,6.226276831,Northeast
255,186.1,493.6,44903,13.2,1146.658795,44.4,2.38,50.7,68.4,39.9,4.727253413,Northeast
321,172.8,471.7,53861,10.9,0,41.1,2.54,52.4,71.2,33.1,5.989257845,Northeast
741,168.4,484,58283,12.8,177.4401486,39.5,2.6,48.3,70,32.8,5.408652416,Northeast
836,181.1,500,44222,15.8,191.5534356,42.9,2.39,45.5,70.8,37.1,5.103967071,Northeast
101,170.4,465.6,44723,16.6,0,42.4,2.29,45.4,70.4,39.1,6.282490875,Northeast
320,186.7,501.6,43559,14.6,122.5554563,43.8,2.37,49.3,69.5,38,4.669101054,Northeast
113,168.3,485.2,40957,16.3,559.1397849,43.5,2.46,53,63.3,39.6,5.671766053,Northeast
334,180,460.1,59492,13.3,24.03889493,41.8,2.89,49.6,70.6,31.6,4.318836947,Northeast
1672,161.8,490.8,79576,7.1,239.2391219,41.1,2.57,53.9,83.4,24.3,4.502231194,Northeast
41,152.6,490.8,54547,11.2,0,42.9,0.0241,49.9,77.6,32.1,3.59080341,Northeast
677,172.7,525.7,61510,10,365.6756856,41.8,2.56,51.4,77.1,30.1,4.239802406,Northeast
103,189.7,479.1,54920,8.7,0,42.1,2.49,57,76.2,27.5,5.221317107,Northeast
3303,211.7,533.5,39037,25.8,742.6112099,33.7,2.59,29.3,55.7,41.3,5.282605624,Northeast
120,157.4,461.5,58375,10.6,71.49368175,46,2.66,55,72.5,35.9,5.499704317,Northeast
52,191.9,456.5,40323,14.3,0,45.8,2.57,52.1,67.2,40.6,6.77146312,Northeast
409,186.6,485.5,43169,13.5,186.7349056,43.8,2.38,48.7,71.6,36.7,4.779878415,Northeast
78,159.2,474.1,49117,13.1,0,39.3,2.62,52.7,70.1,29.6,4.883318928,Northeast
189,159.4,455.9,45706,13.5,39.72352427,45.3,2.42,54,72.3,37.2,5.627676205,Northeast
21,186.2,538.3,44191,14.4,0,51.8,0.0222,52.1,74.2,39.2,4.06278855,Northeast
100,163.6,434.1,49552,12.8,0,46.4,2.41,55.5,71.5,34.3,4.344746163,Northeast
104,174.7,487.3,47360,16.3,0,43,2.47,52.2,69.5,36.5,6.635885322,Northeast
81,144.9,432.9,47996,13.4,578.3689994,38.6,2.38,47,73,31.3,4.739182301,Northeast
160,199.4,487.7,43810,16.2,244.7335228,45.4,2.38,53.5,67.3,41.3,5.128205128,Northeast
113,179.3,496.8,44651,14.1,0,46.2,2.35,54.4,73.5,36.9,5.312538077,Northeast
561,186.3,482.5,55796,10.7,96.03334278,44.2,2.42,52.5,77.7,32.5,4.918324654,Northeast
139,179.4,437.2,48663,13.9,39.06402594,46.5,2.47,51.1,69.9,39.6,3.971422568,Northeast
982,175.3,476.6,53536,10.1,61.46006772,46.1,2.33,53.7,77,35,3.999144854,Northeast
71,191.7,529.8,55882,10.9,0,43.1,2.52,51.1,73.3,35.1,4.585798817,Northeast
883,170.2,488.7,58471,10.2,85.80454177,40.7,2.57,52.6,75.1,30.1,4.689714916,Northeast
104,142.2,473.2,68246,8,0,43.9,2.38,52.4,80.8,27,4.448655477,Northeast
410,184.1,491.8,61923,9.3,42.47547042,43.5,2.38,49.7,78.3,29.9,5.275186191,Northeast
193,164,469,69203,9.5,72.79521493,43.9,2.27,49.7,79,30.1,2.872784433,Northeast
1254,173.6,473.3,47278,18.3,336.2416393,37.1,2.53,40.8,63.9,35.7,4.931882987,Northeast
61,183.7,430.9,35525,21.4,0,43.3,2.52,46.8,56.6,43.8,5.823783581,South
330,164.3,384.5,48537,16.6,6.03030833,40.9,2.53,49.9,65.2,35.8,5.643104513,South
23,197.6,400.8,25530,39.9,0,38.7,2.58,30,47.9,47.8,8.631578947,South
409,177.3,475.4,43124,16.7,246.5432581,40.5,2.55,52,63,35.2,6.330413359,South
39,187.5,437.6,30349,29.7,0,40.3,2.41,37.7,47.1,48.2,10.6400665,South
55,212.1,396.7,32205,27,0,39.8,2.61,42.8,54.8,43.4,5.998421468,South
352,146.9,442.1,55427,12.9,66.81923726,42.8,2.51,54.4,66.7,38.4,6.319887594,South
287,175.8,462,52436,13.7,0,35.3,2.75,49.7,66.7,30.4,5.662000797,South
30,150.9,468,41209,19.3,0,45.3,2.45,53.3,60.8,38.2,5.434122647,South
668,173.7,462.1,52752,16.8,452.1376348,36.5,2.44,42.5,68.4,28.8,4.774692859,South
120,187.8,494.2,38947,22.3,88.9774709,38.8,2.68,47.2,56.4,40.5,6.428359096,South
86,215.6,492.8,37537,22.5,0,41.2,2.61,41.2,54.9,42.8,6.686006354,South
109,206.2,428.1,34949,26.4,0,41,2.52,47.8,52.7,40.7,4.348232654,South
90,194.1,479.9,32268,27,0,42.8,2.47,42.9,52,48.4,6.157946416,South
105,211.7,459,35558,23,53.00681138,41.7,2.53,42.9,48.8,45.3,6.084407972,South
